RAINFALL,TMAX,TMIN,TMEAN,WIND_SPEED,WIND_DIRECTION,FLOOD_HEIGHT_HIGHEST,FLOOD_HEIGHT_LOWEST,FLOOD__HEIGHT_AVE
2,34.4,27,30.7,3,90,11.1,10.44,10.81
0,33.5,28.5,31,3,40,11.08,10.55,10.82
0,34.2,28,31.1,3,240,11.2,10.38,10.82
0,33.7,28,30.9,3,120,11.34,10.27,10.84
0,36.5,28.7,32.6,3,240,11.46,10.1,10.83
1.8,35.5,26.6,31,3,90,11.55,10.03,10.83
41.4,35.5,24,29.8,3,180,11.62,10.03,10.84
0.6,30.9,25.6,28.3,3,210,11.62,10.09,10.87
1.2,32,25.8,28.9,3,300,11.59,10.14,10.88
0,34,28,31,3,140,11.46,10.19,10.86
0,35.6,28,31.8,4,140,11.29,10.19,10.81
0,34.8,26,30.4,3,120,11.14,10.15,10.73
0,34.1,28,31.1,3,140,11.02,10.23,10.73
0,34.7,28,31.4,4,360,10.92,10.36,10.72
0,35.2,28,31.6,3,220,10.93,10.46,10.72
23.2,31,24.2,27.6,4,340,11.07,10.53,10.78
1,31,28,29.5,7,220,11.31,10.47,10.84
19.2,31,25.4,28.2,4,220,11.31,10.32,10.8
15.4,30.5,24.6,27.5,5,220,11.42,10.34,10.84
28,28.5,24.6,26.5,3,270,11.45,10.32,10.83
79.8,31.8,22.8,27.3,5,180,11.51,10.38,10.89
1.2,29,24.5,26.8,3,220,11.44,10.31,10.85
0,32,27,29.5,3,220,11.35,10.3,10.8
0,32,28,30,3,240,11.31,10.29,10.78
0,35.3,28,31.6,3,220,11.25,10.32,10.78
0,32,25.4,28.7,3,240,11.2,10.33,10.78
0,32.2,28,30.1,4,360,11.13,10.33,10.78
0,33,26,29.5,3,270,11.03,10.42,10.77
10.5,31.4,27.5,29.5,3,320,10.94,10.49,10.79
0,34.7,26.5,30.6,3,240,11.01,10.56,10.77
0.9,31.6,24,27.8,3,40,11.17,10.4,10.78
11,30,24.4,27.2,3,40,11.31,10.28,10.78
4.2,31.5,25.3,28.4,3,140,11.44,10.21,10.8
10.2,28.6,24,26.3,3,200,11.6,10.16,10.84
22.6,27.5,24,25.8,3,180,11.68,10.24,10.89
30.5,28.2,25,26.6,3,140,11.7,10.38,10.97
6.5,28.8,25,26.9,4,180,11.64,10.3,10.96
1,30.8,25.5,28.2,3,240,11.52,10.29,10.89
0,32.5,25.5,29,4,220,11.37,10.38,10.87
0.6,32.5,25.5,29,3,90,11.23,10.45,10.86
0,34.5,26,30.3,4,140,11.09,10.46,10.85
7.2,32,25,28.5,4,270,10.95,10.54,10.82
31,32,25,28.5,3,220,11.04,10.62,10.82
5.5,31.8,24.5,28.2,3,270,11.2,10.59,10.83
0,32,27,29.5,4,240,11.26,10.53,10.84
0,32.4,24.5,28.5,3,240,11.35,10.38,10.82
1.7,31.5,27.4,29.5,4,240,11.41,10.32,10.84
0,32.8,29,30.9,3,220,11.49,10.38,10.87
12.4,32.2,25.4,28.8,7,240,11.54,10.35,10.9
27.5,31,26.5,28.8,5,220,11.57,10.36,10.91
4,31.8,25.5,28.7,4,220,11.56,10.43,10.93
3.4,30.8,25.8,28.3,4,200,11.51,10.43,10.92
6,30.2,27,28.6,5,180,11.5,10.48,10.92
11,30.7,25.4,28,5,200,11.4,10.53,10.93
26,29.2,25.5,27.4,4,200,11.27,10.6,10.92
0.4,28.8,25.6,27.2,5,180,11.14,10.67,10.93
0,30.2,26.4,28.3,6,220,11.06,10.72,10.92
0,31.2,27,29.1,7,240,11.2,10.73,10.95
10,30.2,25.8,28,9,240,11.47,10.67,11.02
26.6,29.2,27,28.1,9,200,11.66,10.68,11.1
8,31.2,23,27.1,7,200,11.68,10.44,11.01
0,31.8,27.7,29.8,4,200,11.73,10.29,10.95
0,31.5,27,29.3,4,200,11.7,10.26,10.93
0,31.5,27,29.3,4,220,11.7,10.27,10.92
0,32,24.4,28.2,3,240,11.67,10.31,10.92
3,31,26,28.5,3,200,11.57,10.37,10.92
0,32,26.8,29.4,3,300,11.44,10.46,10.9
0,33.5,24.2,28.9,3,240,11.28,10.57,10.89
0,32.8,27.4,30.1,3,240,11.15,10.61,10.87
0,33.5,26.5,30,3,270,10.98,10.7,10.87
0,32,26,29,3,270,11.05,10.77,10.86
6,32.6,24.4,28.5,3,240,11.16,10.65,10.85
0,32,25.8,28.9,3,360,11.23,10.55,10.86
2,32,25.5,28.8,3,200,11.35,10.5,10.89
20.6,31.8,24.8,28.3,3,300,11.41,10.49,10.91
0.6,31.5,26,28.8,3,270,11.44,10.43,10.88
14.4,32,25.5,28.8,3,360,11.45,10.41,10.88
11,31.8,25,28.4,3,270,11.47,10.4,10.89
0.5,32.6,25.5,29.1,3,120,11.47,10.44,10.9
1,34.4,26.5,30.5,3,120,11.48,10.45,10.91
13.8,31,24.5,27.8,2,360,11.4,10.61,10.94
6,30,25,27.5,3,240,11.34,10.6,10.92
17.6,31.5,24.5,28,3,200,11.27,10.72,10.95
5.8,28.5,25,26.8,2,180,11.17,10.74,10.95
0,30,24.8,27.4,3,180,11.19,10.9,11.02
21,30.6,24,27.3,4,180,11.26,10.89,11.03
0,31.6,26,28.8,3,180,11.35,10.65,10.97
0,31,25.8,28.4,3,220,11.42,10.55,10.95
6.7,30.4,22,26.2,2,360,11.55,10.52,10.97
12.4,32,26.4,29.2,3,220,11.59,10.38,10.95
0.2,31.3,26,28.7,4,200,11.7,10.37,10.97
0,31.8,26,28.9,3,220,11.76,10.42,11.01
0,31,25,28,5,220,11.75,10.47,11.03
1.6,31.4,24.5,28,5,200,11.65,10.58,11.04
26.6,31,25.2,28.1,5,200,11.58,10.89,11.13
3,30.4,25.5,28,5,220,11.43,10.82,11.07
0,29.8,26,27.9,4,220,11.35,10.88,11.09
6,28.4,25,26.7,4,180,11.17,10.93,11.04
19.1,28.2,25,26.6,4,140,11.22,10.93,11.05
6,28.4,24.6,26.5,3,200,11.3,10.91,11.07
1.2,29.8,25.6,27.7,4,200,11.38,10.77,11.05
0,31,26.5,28.8,5,220,11.44,10.73,11.07
18.7,30.2,25,27.6,5,200,11.49,10.69,11.11
13.3,30,25.6,27.8,4,220,11.61,10.86,11.17
30.2,30.5,23,26.8,5,180,11.56,10.7,11.14
29,29.2,24,26.6,3,200,11.65,10.85,11.2
1,29.8,25,27.4,3,180,11.66,10.84,11.2
13.6,29.6,25.4,27.5,4,180,11.67,10.87,11.19
2.4,29.8,25.5,27.7,4,180,11.61,10.87,11.17
0,30.8,27,28.9,4,220,11.55,10.86,11.13
13.2,31,25.5,28.3,4,200,11.43,10.89,11.1
0.4,31,25.8,28.4,5,180,11.28,10.94,11.1
0,31.2,26,28.6,5,220,11.29,10.96,11.1
0,32,27,29.5,7,220,11.34,10.91,11.09
97.6,30.8,23,26.9,6,220,11.45,10.9,11.14
92,29.2,24.4,26.8,1,200,12.11,11.36,11.78
35.4,29.6,25,27.3,8,200,12.12,10.97,11.55
1.8,30.8,27,28.9,7,200,11.91,10.94,11.37
0,31.4,27.5,29.5,4,180,11.78,10.83,11.27
0,31.6,28,29.8,5,220,11.79,10.79,11.24
0,31.8,28,29.9,5,220,11.74,10.77,11.2
14.2,31.2,24.2,27.7,3,220,11.65,10.97,11.22
51.8,28,24.2,26.1,4,180,11.86,10.98,11.29
0,30.5,25.5,28,3,180,11.44,10.92,11.18
0,30.4,27,28.7,4,220,11.3,10.93,11.11
0.4,31.4,26.8,29.1,4,240,11.33,10.93,11.13
0,31.5,28,29.8,5,220,11.38,10.96,11.16
0,31.5,26.7,29.1,5,200,11.43,10.93,11.14
0.2,32,26.5,29.3,4,200,11.58,10.89,11.14
0,31.5,26.8,29.2,4,220,11.44,10.65,11.05
0,31.5,26.6,29,4,220,11.45,10.74,11.08
0,32.5,27.2,29.9,3,200,11.46,10.71,11.07
0,31.5,27,29.3,4,220,11.47,10.72,11.08
0,31.6,25.5,28.5,3,220,11.52,10.72,11.08
0,31,26,28.5,3,20,11.48,10.77,11.09
0.4,31,24.8,27.9,2,180,11.48,10.75,11.07
25,32,24,28,3,300,11.46,10.92,11.1
29,29.8,24.6,27.2,3,300,11.49,10.87,11.08
1.4,29.2,25.2,27.2,2,320,11.29,10.89,11.06
0.4,30.5,25,27.8,2,160,11.34,10.79,11.05
0,31.6,25.8,28.7,3,270,11.37,10.74,11.02
0,31.8,27,29.4,3,340,11.41,10.7,10.99
20,31.5,25,28.3,3,270,11.45,10.69,11.01
6.5,32,26,29,3,300,11.49,10.65,11.02
4.6,32.5,25.8,29.2,3,240,11.5,10.62,11.03
0,32.8,26,29.4,3,270,11.52,10.61,11.03
5,32.8,25.5,29.1,3,220,11.53,10.6,11.05
0,32,26.5,29.3,3,220,11.56,10.61,11.05
0,32.2,27.2,29.7,3,240,11.52,10.66,11.05
2,33,26.5,29.8,2,270,11.46,10.82,11.07
17.6,33,25.4,29.2,3,220,11.38,10.81,11.05
9,30.4,26,28.2,2,180,11.32,10.78,11.03
24.2,32,24.4,28.2,3,90,11.3,10.71,10.99
0,30,25.6,27.8,3,20,11.37,10.76,11.04
0.8,30.6,25.8,28.2,3,270,11.4,10.72,11.02
17.8,31.5,25,28.3,3,220,11.42,10.71,11.01
0,31,26.3,28.7,3,220,11.42,10.72,11.02
4,31,25.5,28.3,3,140,11.42,10.68,11.03
7.8,30.5,24.9,27.7,3,160,11.42,10.68,11.03
10,28,23.8,25.9,2,240,11.42,10.68,11.02
0,30.4,26.1,28.3,3,200,11.35,10.65,10.99
0,31.8,25.8,28.8,4,220,11.36,10.67,11.01
0,31,25,28,2,220,11.33,10.69,10.99
0.6,30.5,24.7,27.6,3,240,11.3,10.72,10.99
0,30,25.5,27.8,3,220,11.37,10.76,11
0.8,31.8,25.4,28.6,3,360,11.28,10.76,11.02
0,31.6,26.4,29,4,300,11.3,10.68,11
0,30.5,25.5,28,3,220,11.4,10.64,10.99
0,31,25.2,28.1,3,270,11.51,10.6,11.04
0,31,25,28,4,320,11.53,10.56,10.99
0,31,25,28,3,240,11.52,10.54,10.97
0,30.8,26.3,28.6,3,220,11.53,10.5,10.94
0,31.5,26.6,29,3,320,11.48,10.46,10.93
0,31.5,25.6,28.5,3,360,11.43,10.47,10.95
0,31.8,25.3,28.6,3,90,11.36,10.51,10.92
0,31,26.5,28.8,3,240,11.34,10.55,10.95
0,32.5,26,29.3,3,240,11.27,10.58,10.93
0,31.5,25.5,28.5,3,220,11.2,10.67,10.93
0,32,25,28.5,3,360,11.18,10.72,10.94
9.6,30,23.5,26.8,3,360,11.26,10.62,10.93
0,33,26,29.5,4,60,11.3,10.59,10.91
0,31.4,26.8,29.1,3,40,11.37,10.52,10.91
0,32,25.2,28.6,3,90,11.37,10.49,10.89
0,32.5,26,29.3,3,20,11.41,10.46,10.87
0.2,30.5,25.2,27.9,4,20,11.41,10.48,10.87
0.2,30.6,25,27.8,3,40,11.38,10.48,10.87
0,31.4,25.5,28.5,3,20,11.36,10.49,10.88
8.6,30,24,27,3,360,11.33,10.49,10.88
0.2,30.5,24.4,27.5,3,60,11.26,10.52,10.8
0,31,25.5,28.3,2,120,11.25,10.53,10.88
0.1,30,25,27.5,2,220,11.17,10.59,10.88
0,31.5,24.4,28,3,90,11.1,10.61,10.88
0,30.5,25.8,28.2,3,240,11.11,10.65,10.89
7,28.5,25.5,27,2,20,11.21,10.65,10.89
0,30.2,26,28.1,3,40,11.33,10.54,10.87
0,33.5,25,29.3,3,40,11.42,10.43,10.87
0,32.2,24.5,28.4,4,40,11.51,10.39,10.87
0,30.5,24.5,27.5,3,320,11.6,10.36,10.89
0,29.4,25,27.2,2,220,11.63,10.36,10.9
0,30,25.8,27.9,3,20,11.62,10.38,10.9
0,31,26.2,28.6,4,340,11.56,10.38,10.87
9,30.5,24,27.3,3,360,11.45,10.43,10.87
10.6,28,24,26,3,20,11.35,10.5,10.9
0.4,29.2,24,26.6,3,360,11.23,10.57,10.89
0.4,30,24.2,27.1,3,360,11.11,10.65,10.9
0.4,32,24.5,28.3,2,140,11.08,10.73,10.92
0,32,26.5,29.3,3,20,11.19,10.69,10.9
0,33,25.7,29.4,3,20,11.29,10.61,10.91
3,31.2,26,28.6,3,360,11.36,10.52,10.89
0,31.5,25.5,28.5,5,360,11.38,10.45,10.86
0.3,32,26,29,5,360,11.42,10.42,10.85
111.4,26.5,23,24.8,4,340,12.1,10.4,10.96
1,30,23.8,26.9,3,320,12.12,10.6,11.29
0,29.5,26,27.8,5,360,11.53,10.69,11.03
29,27,23.8,25.4,6,220,11.86,10.7,11.15
1.2,29,25.4,27.2,3,180,11.81,10.92,11.21
0,30.8,24,27.4,3,220,11.44,10.78,11.05
11,30,24.2,27.1,3,240,11.33,10.78,11.04
0.1,27.5,24.2,25.9,2,20,11.26,10.81,11.03
0,31,23.5,27.3,3,60,11.13,10.86,11.03
0,29.8,23,26.4,3,200,11.21,10.88,11.01
0,30,24,27,3,240,11.33,10.82,11.03
0,30.5,25,27.8,3,360,11.43,10.75,11.02
0,29.8,24.2,27,3,360,11.54,10.65,11.01
0,30.2,25.6,27.9,3,40,11.67,10.59,11.03
0,31,25.5,28.3,3,20,11.72,10.56,11.02
0,30.5,24.8,27.7,2,60,11.76,10.55,11.02
0,31.5,25,28.3,3,360,11.73,10.55,10.99
0,30,25,27.5,3,180,11.63,10.58,10.99
0,29.8,25.8,27.8,3,200,11.6,10.6,11
0,29.5,25.2,27.4,3,200,11.49,10.69,11.01
0,30.2,24.5,27.4,3,220,11.33,10.74,11.01
0,30,25,27.5,2,160,11.19,10.78,11.01
0,30.5,25,27.8,3,220,11.15,10.83,10.97
0,29.8,22.8,26.3,3,320,11.23,10.77,10.94
0,29.4,22.5,26,2,360,11.31,10.7,10.94
0,28.8,23.7,26.3,2,360,11.39,10.61,10.93
0,30,23.2,26.6,2,300,11.45,10.54,10.92
0,29,23,26,2,240,11.5,10.49,10.91
0,28.7,23.5,26.1,2,240,11.49,10.48,10.9
0,29.5,24,26.8,2,240,11.47,10.47,10.89
0,29.5,24.4,27,2,360,11.43,10.47,10.87
0,29.8,24.5,27.2,2,360,11.4,10.5,10.87
0,29.8,24.3,27.1,2,360,11.38,10.51,10.86
0,28.8,22.2,25.5,2,360,11.3,10.55,10.86
0,27.8,24,25.9,2,320,11.24,10.57,10.86
0,28.5,24.5,26.5,2,240,11.16,10.61,10.86
2,29.5,23.5,26.5,2,360,11.04,10.65,10.86
0,30,24.6,27.3,2,220,11.09,10.71,10.88
3,27.5,23.6,25.5,2,20,11.21,10.73,10.88
0,30.2,23.8,27,2,360,11.32,10.57,10.86
0,29,23,26,2,360,11.44,10.44,10.86
0,29.8,23.3,26.6,2,40,11.55,10.35,10.86
0,28.5,23.5,26,2,270,11.6,10.3,10.85
0,29.4,23.5,26.5,2,240,11.57,10.28,10.82
1,28,23.1,25.5,2,240,11.56,10.28,10.8
0,30,24,27,2,240,11.49,10.34,10.82
0,29.8,22.8,26.3,3,360,11.47,10.36,10.8
0,28.3,21.5,24.9,3,360,11.35,10.43,10.79
0,27.6,22.7,25.2,2,270,11.15,10.5,10.78
0,26.8,22,24.4,2,20,10.95,10.53,10.75
0,27.6,22,24.8,2,360,10.97,10.58,10.75
0,28.7,23.2,26,2,240,11.05,10.6,10.75
3.6,26.8,22,24.4,2,90,11.13,10.48,10.75
0,28.5,23,25.8,3,40,11.17,10.4,10.73
0.2,29.8,22.2,26,2,360,11.25,10.34,10.72
0,29.6,22.2,25.9,2,20,11.28,10.3,10.73
0,28.2,21.8,25,2,220,11.31,10.28,10.73
0,28.5,22.2,25.4,2,270,11.38,10.27,10.75
0,29,23.5,26.3,2,300,11.36,10.29,10.75
0,31,23.3,27.2,2,140,11.32,10.34,10.76
0,31,24,27.5,2,240,11.3,10.37,10.76
0,29.2,23,26.1,2,240,11.26,10.41,10.75
0,30.4,23.7,27,2,240,11.22,10.46,10.76
0,29.4,24,26.7,2,240,11.13,10.48,10.74
0,29.8,23.9,26.9,2,220,10.97,10.54,10.73
0,28.5,22.7,25.6,2,90,10.95,10.53,10.74
0,30.5,23,26.8,2,60,11.02,10.44,10.72
0,30,23.6,26.8,2,360,11.11,10.39,10.7
0,30.2,24,27.1,2,290,11.21,10.26,10.7
0,31.5,22.8,27.2,2,40,11.3,10.19,10.7
0,32,24,28,3,40,11.39,10.12,10.69
0,31.5,24.5,28,2,90,11.42,10.1,10.68
2.6,29.5,23.4,26.5,2,70,11.45,10.13,10.68
6.1,28,24,26,2,240,11.38,10.18,10.67
0.2,30.8,24.4,27.6,2,180,11.3,10.26,10.69
0,32,23.5,27.8,2,90,11.25,10.33,11
0,30.5,24.5,27.5,2,320,11.14,10.47,10.71
0,33,24.5,28.8,2,60,10.94,10.52,10.7
0,32.8,25.4,29.1,2,90,10.99,10.49,10.72
0,32.6,24.5,28.6,3,120,11.06,10.47,10.73
0,32.8,24.8,28.8,2,320,11.1,10.46,10.73
0,31,24.8,27.9,3,240,11.14,10.37,1
0,30,24.8,27.4,2,220,11.2,10.26,10.71
0,30.4,22,26.2,2,320,11.19,10.25,10.7
0,30.8,24.5,27.7,2,240,11.21,10.22,10.69
0,31.6,24,27.8,2,220,11.22,10.22,10.66
0,31,25.3,28.2,2,240,11.23,10.22,10.67
0,32,25.5,28.8,2,180,11.24,10.27,10.67
0,32.8,26,29.4,2,240,11.18,10.32,10.68
0,33,25.5,29.3,2,270,11.12,10.37,10.69
0,32,24.1,28,2,140,11.09,10.43,10.7
0,32.5,24,28.3,2,240,11.02,10.49,10.71
0,33,24.2,28.6,2,270,10.97,10.43,10.71
0,31.2,24.6,27.9,2,40,11.03,10.41,10.7
0,31.5,24.4,28,2,290,11.08,10.32,10.69
1,28.2,24.3,26.3,2,360,11.1,10.26,10.65
0,29.8,21.5,25.7,3,360,11.11,10.22,10.62
0,29.8,22.9,26.4,2,360,11.14,10.08,10.6
0,29,22.8,25.9,2,270,11.19,10.03,10.6
0,30.5,23.5,27,3,320,11.25,10.05,10.61
0,31.2,24,27.6,3,110,11.3,10.08,10.62
0,32,24,28,2,110,11.28,10.18,10.65
0,32.2,26.4,29.3,2,240,11.23,10.25,10.67
0,31.5,25,28.3,2,270,11.15,10.41,11
0,31.2,25.6,28.4,3,270,11.11,10.43,10.72
0,30,25.2,27.6,3,240,11,10.35,10.68
0,32,24.6,28.3,2,70,11.07,10.31,10.67
0,30.6,25.6,28.1,2,70,11.07,10.27,10.65
0,30.2,25.4,27.8,3,360,11.09,10.28,10.64
14,29.5,25.8,27.7,2,320,11.16,10.29,10.68
0,31.2,25.7,28.5,2,360,11.06,10.25,10.65
0,31,25.2,28.1,2,270,11.09,10.22,10.65
0,32.8,25.5,29.1,2,90,11.07,10.19,10.63
0,33.6,23,28.3,3,90,11.11,10.26,10.67
0,32,25,28.5,2,240,11.15,10.27,10.69
0.8,34,24,29,2,250,11.16,10.33,10.69
0,30,25.8,27.9,2,360,11.07,10.37,10.66
0,33,25,29,3,90,11.01,10.41,10.65
0,33.6,25.3,29.5,2,90,10.92,10.35,10.65
0,35,27.2,31.1,2,110,10.97,10.32,10.66
0,35,27.8,31.4,2,110,11.11,10.32,10.71
0,35,25.8,30.4,2,250,11.22,10.3,10.74
0,33.5,27.3,30.4,3,140,11.26,10.11,10.71
0,33.5,27.5,30.5,3,240,11.3,10.05,10.69
0,33.7,26,29.9,2,180,11.29,10.05,10.69
0,33,25.5,29.3,2,220,11.3,10,10.69
0,32,25.5,28.8,2,30,11.22,9.97,10.65
0,31.2,25.4,28.3,2,90,11.15,9.96,10.62
0,32.4,25.2,28.8,3,110,11.15,10,10.61
0,33.5,26.2,29.9,3,250,11.12,10.15,10.63
0,32.4,26,29.2,3,160,11.06,10.29,10.66
0,33,25.5,29.3,3,140,10.97,10.29,10.65
0,33.6,25.2,29.4,3,140,11.03,10.18,10.67
0,33.2,25.5,29.4,2,240,11.11,10.15,10.68
0,34,25.2,29.6,2,90,11.21,10.11,11
0,32.5,25.5,29,3,220,11.22,10.1,10.67
0,33.4,27.2,30.3,3,220,11.22,10.08,10.65
0,31.8,26.8,29.3,2,90,11.18,10.15,10.61
0,31,26,28.5,2,160,-1,-1,-1
0,32.4,26.3,29.4,2,220,11.12,10.35,10.81
0,33.5,25.5,29.5,2,220,11.08,10.28,1
0,31.8,25.2,28.5,2,90,11.05,10.3,10.7
0,32.8,26.2,29.5,3,270,11.05,10.36,10.71
0,34,27.3,30.7,2,90,11.02,10.38,10.71
0,33.3,27.3,30.3,2,240,10.96,10.48,10.72
0,33.6,26.5,30.1,2,220,10.94,10.47,10.73
0,33.4,27.3,30.4,3,220,11.03,10.39,10.71
0,33,26,29.5,3,210,11.19,10.29,10.72
0,32,26.6,29.3,3,210,11.3,10.2,10.73
0,32.5,26.8,29.7,2,180,11.37,10,10.7
0,33.4,28.5,31,3,180,11.41,9.94,10.69
0,36.6,29,32.8,3,140,11.4,9.97,10.69
0,35.5,26.5,31,2,90,11.39,9.96,10.7
0,35.2,26.2,30.7,2,140,11.34,10.03,10.72
0,35.4,27.5,31.5,3,140,11.23,10.04,10.72
0,35.4,27.5,31.5,3,120,11.16,10.12,10.76
0,34.8,28,31.4,3,160,11.07,10.22,10.72
0,36.2,28,32.1,3,140,11.04,10.33,10.72
0,33.8,28.5,31.1,4,220,10.98,10.46,10.72
3,33,27.5,30.3,4,210,11.07,10.39,10.73
0,35.2,28,31.6,3,220,11.17,10.35,10.74
0,34,28.5,31.3,5,220,11.26,10.23,10.74
0,33.5,28.3,30.9,4,220,11.37,10.22,10.76
1.2,34,26,30,4,220,11.36,10.18,10.76
0,34,28,31,3,220,11.37,10.21,10.76
0,35,29,32,4,180,11.38,10.14,10.75
0,34.5,28,31.3,3,180,11.35,10.2,10.75
0,36,28.5,32.3,3,220,11.28,10.22,10.75
0,35,28,31.5,4,220,11.19,10.25,10.74
9,34.5,26,30.3,3,210,11.12,10.29,10.74
0.6,34,27,30.5,3,250,11.06,10.31,10.73
0,35,28,31.5,4,160,10.92,10.4,10.73
4,34,28,31,3,40,10.89,10.47,10.74
0,34,28,31,4,210,11.02,10.55,10.75
0,33,26.4,29.7,5,210,11.13,10.38,10.75
4.8,33.8,27,30.4,3,220,11.26,10.27,10.74
1.2,33,25,29,3,220,11.39,10.16,10.76
0,33.3,27,30.1,3,270,11.49,10.09,10.77
0.4,33.8,26.5,30.1,3,220,11.53,10.09,10.77
0,33,26.8,29.9,3,220,11.57,10.09,10.79
8.5,33.3,25,29.1,3,210,11.55,10.3,10.85
9.4,32,26,29,3,220,11.49,10.24,10.83
0,32.5,28.5,30.5,4,220,11.38,10.27,10.82
18,31.4,26,28.7,3,220,11.22,10.31,10.8
0,32.5,25.5,29,3,180,11.05,10.38,10.79
0.3,32.2,26,29.1,3,220,10.95,10.49,10.79
1.4,32.6,27.5,30.1,4,210,11.06,10.62,10.79
35.2,32.5,26,29.3,4,220,11.2,10.5,10.84
37,30.8,25.1,28,4,220,11.35,10.4,10.86
24,31.5,25,28.3,4,220,11.45,10.36,10.89
35.1,31.2,25.5,28.4,4,220,11.53,10.34,10.9
21,29.8,24.2,27,4,180,11.55,10.34,10.91
54,30,23.6,26.8,4,240,11.58,10.3,10.89
0,31.5,26.6,29,4,180,11.53,10.34,10.89
0,31.8,26,28.9,3,240,11.46,10.32,10.85
0,32.2,27.5,29.9,3,220,11.4,10.4,10.86
0,33.5,27.3,30.4,4,220,11.35,10.41,10.84
1.4,33.4,27.6,30.5,3,180,11.22,10.49,10.84
35,34,25.6,29.8,4,160,11.14,10.53,10.84
0,34.5,27.5,31,3,220,11.01,10.59,10.86
0,33,28.2,30.6,3,240,10.98,10.64,10.83
0,34.8,27,30.9,3,160,11.09,10.66,10.83
0,33.2,26.5,29.9,3,210,11.21,10.5,10.82
0.3,36.3,26,31.1,3,110,11.35,10.39,10.83
6.2,33.8,28,30.9,4,180,11.47,10.25,10.84
7.8,35.6,26.5,31.1,4,110,11.55,10.18,10.87
7.2,35,25.5,30.3,3,220,11.64,10.18,10.89
11.4,34,26,30,3,240,11.7,10.37,10.97
14.6,31.5,25.2,28.4,3,200,11.68,10.43,10.96
8.2,30.1,25.3,27.7,4,210,11.58,10.37,10.89
8.8,29.5,24.1,26.8,3,140,11.52,10.5,10.98
2,32.4,26.5,29.5,3,220,11.41,10.55,10.95
2,33,25.2,29.1,4,180,11.14,10.64,10.9
0,32,26,29,2,40,11.04,10.7,10.89
0,33,27.8,30.4,3,360,11.13,10.72,10.86
0,32.2,25.5,28.9,2,240,11.24,10.6,10.87
1,35,26.5,30.8,3,120,11.3,10.47,10.86
14,30,24,27,3,360,11.42,10.37,10.86
41,27,25,26,3,220,11.54,10.6,11.02
0,30.5,24.8,27.7,4,210,11.59,10.51,10.99
2.2,32.8,25,28.9,4,220,11.57,10.43,10.95
0,32.5,27.4,30,3,270,11.54,10.47,10.94
24,30.8,25,27.9,3,270,11.53,10.49,10.94
0,34,27,30.5,3,140,11.42,10.49,10.91
0,34,27.3,30.7,3,290,11.36,10.53,10.91
45.2,32,24,28,3,220,11.32,10.58,10.9
0,33,26.2,29.6,3,210,11.19,10.6,10.89
2.4,31.5,26,28.8,3,220,11.14,10.68,10.89
0.1,32,26.2,29.1,3,220,11.09,10.72,10.9
0,31.5,28.5,30,3,220,11.13,10.77,10.91
0,32.2,28,30.1,6,220,11.31,10.7,10.95
13,32.5,25.5,29,5,220,11.44,10.66,11.02
1.2,31,26,28.5,4,180,11.7,10.52,11.06
6.3,29.5,26,27.8,3,180,11.75,10.43,11.01
5,30.3,26,28.2,5,200,11.81,10.46,11
11,31.2,24,27.6,3,220,11.88,10.46,11.1
0,30.8,26,28.4,3,180,11.88,10.56,11.12
2.5,31,26,28.5,4,220,11.81,10.58,11.12
0,31.5,26,28.8,3,220,11.65,10.67,11.1
3.6,31.5,26.5,29,3,220,11.53,10.84,11.11
0.2,31.5,25.3,28.4,4,210,11.36,10.89,11.13
1.2,33,26,29.5,6,180,11.29,10.96,11.11
0,32.5,26.2,29.4,3,210,11.38,10.93,11.1
0,31.5,26.4,29,4,210,11.41,10.81,11.06
1.2,32,24.2,28.1,3,220,11.5,10.73,11.06
14,31.3,23,27.2,4,220,11.56,10.62,11.11
0,32,28,30,3,220,11.63,10.63,11.1
0,32.5,26.5,29.5,5,220,11.73,10.66,11.14
13.2,32,25.6,28.8,6,220,11.73,10.69,11.16
46,30,26,28,5,200,11.9,10.87,11.29
30.5,28.5,24,26.3,8,180,11.85,10.88,11.29
0,27.4,25,26.2,4,210,11.76,10.87,11.25
11.4,29.2,23.5,26.4,5,180,11.72,10.95,11.24
2.3,28,24,26,4,180,11.55,10.89,11.2
2.1,29,24,26.5,3,200,11.43,10.97,11.17
35.2,28.5,24,26.3,5,220,11.4,11.12,11.25
52.2,29,25,27,7,180,11.54,11.26,11.39
2.2,29.3,25,27.2,3,180,11.48,11.11,11.23
0,30.2,26,28.1,3,220,11.45,10.94,11.16
0,30.6,25.4,28,3,220,11.54,10.8,11.14
0,29,25.5,27.3,3,200,11.64,10.71,11.15
0.2,32,26.2,29.1,3,250,11.72,10.67,11.16
0,32.5,26.5,29.5,3,220,11.78,10.61,11.15
7.2,31.5,26.4,29,3,180,11.83,10.62,11.18
0,32.5,26.6,29.5,2,360,11.84,10.72,11.19
0,32,26.7,29.4,3,220,11.8,10.76,11.19
20.5,33,25.5,29.3,3,320,11.66,10.97,11.22
0,31.8,25.5,28.7,4,250,11.55,10.94,11.17
0,33,26.5,29.8,4,320,11.39,10.97,11.15
4,32,25,28.5,4,240,11.34,10.94,11.14
11,28,25,26.5,2,40,11.4,10.93,11.12
3.6,31.5,25.4,28.5,4,180,11.49,10.88,11.17
3,31.4,25.8,28.6,2,250,11.54,10.83,11.14
